CBSA Code,CSA Code,CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
10100,,"Aberdeen, SD",Brown County,South Dakota,46,13
10100,,"Aberdeen, SD",Edmunds County,South Dakota,46,45
10140,,"Aberdeen, WA",Grays Harbor County,Washington,53,27
10180,,"Abilene, TX",Callahan County,Texas,48,59
10180,,"Abilene, TX",Jones County,Texas,48,253
10180,,"Abilene, TX",Taylor County,Texas,48,441
10220,,"Ada, OK",Pontotoc County,Oklahoma,40,123
10260,434,"Adjuntas, PR",Adjuntas Municipio,Puerto Rico,72,1
10300,220,"Adrian, MI",Lenawee County,Michigan,26,91
10380,,"Aguadilla-Isabela, PR",Aguada Municipio,Puerto Rico,72,3
10380,,"Aguadilla-Isabela, PR",Aguadilla Municipio,Puerto Rico,72,5
10380,,"Aguadilla-Isabela, PR",Añasco Municipio,Puerto Rico,72,11
10380,,"Aguadilla-Isabela, PR",Isabela Municipio,Puerto Rico,72,71
10380,,"Aguadilla-Isabela, PR",Lares Municipio,Puerto Rico,72,81
10380,,"Aguadilla-Isabela, PR",Moca Municipio,Puerto Rico,72,99
10380,,"Aguadilla-Isabela, PR",Rincón Municipio,Puerto Rico,72,117
10380,,"Aguadilla-Isabela, PR",San Sebastián Municipio,Puerto Rico,72,131
10380,,"Aguadilla-Isabela, PR",Utuado Municipio,Puerto Rico,72,141
10420,184,"Akron, OH",Portage County,Ohio,39,133
10420,184,"Akron, OH",Summit County,Ohio,39,153
10460,,"Alamogordo, NM",Otero County,New Mexico,35,35
10500,,"Albany, GA",Baker County,Georgia,13,7
10500,,"Albany, GA",Dougherty County,Georgia,13,95
10500,,"Albany, GA",Lee County,Georgia,13,177
10500,,"Albany, GA",Terrell County,Georgia,13,273
10500,,"Albany, GA",Worth County,Georgia,13,321
10540,440,"Albany, OR",Linn County,Oregon,41,43
10580,104,"Albany-Schenectady-Troy, NY",Albany County,New York,36,1
10580,104,"Albany-Schenectady-Troy, NY",Rensselaer County,New York,36,83
10580,104,"Albany-Schenectady-Troy, NY",Saratoga County,New York,36,91
10580,104,"Albany-Schenectady-Troy, NY",Schenectady County,New York,36,93
10580,104,"Albany-Schenectady-Troy, NY",Schoharie County,New York,36,95
10620,172,"Albemarle, NC",Stanly County,North Carolina,37,167
10660,,"Albert Lea, MN",Freeborn County,Minnesota,27,47
10700,290,"Albertville, AL",Marshall County,Alabama,1,95
10740,106,"Albuquerque, NM",Bernalillo County,New Mexico,35,1
10740,106,"Albuquerque, NM",Sandoval County,New Mexico,35,43
10740,106,"Albuquerque, NM",Torrance County,New Mexico,35,57
10740,106,"Albuquerque, NM",Valencia County,New Mexico,35,61
10760,142,"Alexander City, AL",Tallapoosa County,Alabama,1,123
10780,,"Alexandria, LA",Grant Parish,Louisiana,22,43
10780,,"Alexandria, LA",Rapides Parish,Louisiana,22,79
10820,,"Alexandria, MN",Douglas County,Minnesota,27,41
10860,204,"Alice, TX",Jim Wells County,Texas,48,249
10900,408,"Allentown-Bethlehem-Easton, PA-NJ",Warren County,New Jersey,34,41
10900,408,"Allentown-Bethlehem-Easton, PA-NJ",Carbon County,Pennsylvania,42,25
10900,408,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,Pennsylvania,42,77
10900,408,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,Pennsylvania,42,95
10940,394,"Alma, MI",Gratiot County,Michigan,26,57
10980,,"Alpena, MI",Alpena County,Michigan,26,7
11020,,"Altoona, PA",Blair County,Pennsylvania,42,13
11060,,"Altus, OK",Jackson County,Oklahoma,40,65
11100,108,"Amarillo, TX",Armstrong County,Texas,48,11
11100,108,"Amarillo, TX",Carson County,Texas,48,65
11100,108,"Amarillo, TX",Oldham County,Texas,48,359
11100,108,"Amarillo, TX",Potter County,Texas,48,375
11100,108,"Amarillo, TX",Randall County,Texas,48,381
11140,,"Americus, GA",Schley County,Georgia,13,249
11140,,"Americus, GA",Sumter County,Georgia,13,261
11180,218,"Ames, IA",Story County,Iowa,19,169
11220,104,"Amsterdam, NY",Montgomery County,New York,36,57
11260,,"Anchorage, AK",Anchorage Municipality,Alaska,2,20
11260,,"Anchorage, AK",Matanuska-Susitna Borough,Alaska,2,170
11380,,"Andrews, TX",Andrews County,Texas,48,3
11420,258,"Angola, IN",Steuben County,Indiana,18,151
11460,220,"Ann Arbor, MI",Washtenaw County,Michigan,26,161
11500,,"Anniston-Oxford-Jacksonville, AL",Calhoun County,Alabama,1,15
11540,118,"Appleton, WI",Calumet County,Wisconsin,55,15
11540,118,"Appleton, WI",Outagamie County,Wisconsin,55,87
11580,412,"Arcadia, FL",DeSoto County,Florida,12,27
11620,,"Ardmore, OK",Carter County,Oklahoma,40,19
11640,490,"Arecibo, PR",Arecibo Municipio,Puerto Rico,72,13
11640,490,"Arecibo, PR",Camuy Municipio,Puerto Rico,72,27
11640,490,"Arecibo, PR",Hatillo Municipio,Puerto Rico,72,65
11640,490,"Arecibo, PR",Quebradillas Municipio,Puerto Rico,72,115
11660,,"Arkadelphia, AR",Clark County,Arkansas,5,19
11680,556,"Arkansas City-Winfield, KS",Cowley County,Kansas,20,35
11700,120,"Asheville, NC",Buncombe County,North Carolina,37,21
11700,120,"Asheville, NC",Haywood County,North Carolina,37,87
11700,120,"Asheville, NC",Henderson County,North Carolina,37,89
11700,120,"Asheville, NC",Madison County,North Carolina,37,115
11740,360,"Ashland, OH",Ashland County,Ohio,39,5
11780,184,"Ashtabula, OH",Ashtabula County,Ohio,39,7
11820,,"Astoria, OR",Clatsop County,Oregon,41,7
11860,312,"Atchison, KS",Atchison County,Kansas,20,5
11900,,"Athens, OH",Athens County,Ohio,39,9
11940,174,"Athens, TN",McMinn County,Tennessee,47,107
11980,206,"Athens, TX",Henderson County,Texas,48,213
12020,122,"Athens-Clarke County, GA",Clarke County,Georgia,13,59
12020,122,"Athens-Clarke County, GA",Madison County,Georgia,13,195
12020,122,"Athens-Clarke County, GA",Oconee County,Georgia,13,219
12020,122,"Athens-Clarke County, GA",Oglethorpe County,Georgia,13,221
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Barrow County,Georgia,13,13
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Bartow County,Georgia,13,15
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Butts County,Georgia,13,35
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Carroll County,Georgia,13,45
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Cherokee County,Georgia,13,57
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Clayton County,Georgia,13,63
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Cobb County,Georgia,13,67
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Coweta County,Georgia,13,77
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Dawson County,Georgia,13,85
12060,122,"Atlanta-Sandy Springs-Roswell, GA",DeKalb County,Georgia,13,89
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Douglas County,Georgia,13,97
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Fayette County,Georgia,13,113
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Forsyth County,Georgia,13,117
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Fulton County,Georgia,13,121
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Gwinnett County,Georgia,13,135
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Haralson County,Georgia,13,143
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Heard County,Georgia,13,149
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Henry County,Georgia,13,151
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Jasper County,Georgia,13,159
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Lamar County,Georgia,13,171
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Meriwether County,Georgia,13,199
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Morgan County,Georgia,13,211
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Newton County,Georgia,13,217
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Paulding County,Georgia,13,223
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Pickens County,Georgia,13,227
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Pike County,Georgia,13,231
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Rockdale County,Georgia,13,247
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Spalding County,Georgia,13,255
12060,122,"Atlanta-Sandy Springs-Roswell, GA",Walton County,Georgia,13,297
12100,428,"Atlantic City-Hammonton, NJ",Atlantic County,New Jersey,34,1
12120,426,"Atmore, AL",Escambia County,Alabama,1,53
12140,258,"Auburn, IN",DeKalb County,Indiana,18,33
12180,532,"Auburn, NY",Cayuga County,New York,36,11
12220,194,"Auburn-Opelika, AL",Lee County,Alabama,1,81
12260,,"Augusta-Richmond County, GA-SC",Burke County,Georgia,13,33
12260,,"Augusta-Richmond County, GA-SC",Columbia County,Georgia,13,73
12260,,"Augusta-Richmond County, GA-SC",Lincoln County,Georgia,13,181
12260,,"Augusta-Richmond County, GA-SC",McDuffie County,Georgia,13,189
12260,,"Augusta-Richmond County, GA-SC",Richmond County,Georgia,13,245
12260,,"Augusta-Richmond County, GA-SC",Aiken County,South Carolina,45,3
12260,,"Augusta-Richmond County, GA-SC",Edgefield County,South Carolina,45,37
12300,,"Augusta-Waterville, ME",Kennebec County,Maine,23,11
12380,462,"Austin, MN",Mower County,Minnesota,27,99
12420,,"Austin-Round Rock, TX",Bastrop County,Texas,48,21
12420,,"Austin-Round Rock, TX",Caldwell County,Texas,48,55
12420,,"Austin-Round Rock, TX",Hays County,Texas,48,209
12420,,"Austin-Round Rock, TX",Travis County,Texas,48,453
12420,,"Austin-Round Rock, TX",Williamson County,Texas,48,491
12460,533,"Bainbridge, GA",Decatur County,Georgia,13,87
12540,,"Bakersfield, CA",Kern County,California,6,29
12580,548,"Baltimore-Columbia-Towson, MD",Anne Arundel County,Maryland,24,3
12580,548,"Baltimore-Columbia-Towson, MD",Baltimore County,Maryland,24,5
12580,548,"Baltimore-Columbia-Towson, MD",Carroll County,Maryland,24,13
12580,548,"Baltimore-Columbia-Towson, MD",Harford County,Maryland,24,25
12580,548,"Baltimore-Columbia-Towson, MD",Howard County,Maryland,24,27
12580,548,"Baltimore-Columbia-Towson, MD",Queen Anne's County,Maryland,24,35
12580,548,"Baltimore-Columbia-Towson, MD",Baltimore city,Maryland,24,510
12620,,"Bangor, ME",Penobscot County,Maine,23,19
12660,357,"Baraboo, WI",Sauk County,Wisconsin,55,111
12680,350,"Bardstown, KY",Nelson County,Kentucky,21,179
12700,148,"Barnstable Town, MA",Barnstable County,Massachusetts,25,1
12740,,"Barre, VT",Washington County,Vermont,50,23
12780,538,"Bartlesville, OK",Washington County,Oklahoma,40,147
12820,384,"Bastrop, LA",Morehouse Parish,Louisiana,22,67
12860,464,"Batavia, NY",Genesee County,New York,36,37
12900,,"Batesville, AR",Independence County,Arkansas,5,63
12940,,"Baton Rouge, LA",Ascension Parish,Louisiana,22,5
12940,,"Baton Rouge, LA",East Baton Rouge Parish,Louisiana,22,33
12940,,"Baton Rouge, LA",East Feliciana Parish,Louisiana,22,37
12940,,"Baton Rouge, LA",Iberville Parish,Louisiana,22,47
12940,,"Baton Rouge, LA",Livingston Parish,Louisiana,22,63
12940,,"Baton Rouge, LA",Pointe Coupee Parish,Louisiana,22,77
12940,,"Baton Rouge, LA",St. Helena Parish,Louisiana,22,91
12940,,"Baton Rouge, LA",West Baton Rouge Parish,Louisiana,22,121
12940,,"Baton Rouge, LA",West Feliciana Parish,Louisiana,22,125
12980,310,"Battle Creek, MI",Calhoun County,Michigan,26,25
13020,474,"Bay City, MI",Bay County,Michigan,26,17
13060,288,"Bay City, TX",Matagorda County,Texas,48,321
13100,339,"Beatrice, NE",Gage County,Nebraska,31,67
13140,,"Beaumont-Port Arthur, TX",Hardin County,Texas,48,199
13140,,"Beaumont-Port Arthur, TX",Jefferson County,Texas,48,245
13140,,"Beaumont-Port Arthur, TX",Newton County,Texas,48,351
13140,,"Beaumont-Port Arthur, TX",Orange County,Texas,48,361
13180,376,"Beaver Dam, WI",Dodge County,Wisconsin,55,27
13220,,"Beckley, WV",Fayette County,West Virginia,54,19
13220,,"Beckley, WV",Raleigh County,West Virginia,54,81
13260,144,"Bedford, IN",Lawrence County,Indiana,18,93
13300,,"Beeville, TX",Bee County,Texas,48,25
13340,198,"Bellefontaine, OH",Logan County,Ohio,39,91
13380,,"Bellingham, WA",Whatcom County,Washington,53,73
13420,,"Bemidji, MN",Beltrami County,Minnesota,27,7
13460,140,"Bend-Redmond, OR",Deschutes County,Oregon,41,17
13500,,"Bennettsville, SC",Marlboro County,South Carolina,45,69
13540,,"Bennington, VT",Bennington County,Vermont,50,3
13620,,"Berlin, NH-VT",Coos County,New Hampshire,33,7
13620,,"Berlin, NH-VT",Essex County,Vermont,50,9
13660,266,"Big Rapids, MI",Mecosta County,Michigan,26,107
13700,,"Big Spring, TX",Glasscock County,Texas,48,173
13700,,"Big Spring, TX",Howard County,Texas,48,227
13720,,"Big Stone Gap, VA",Dickenson County,Virginia,51,51
13720,,"Big Stone Gap, VA",Wise County,Virginia,51,195
13720,,"Big Stone Gap, VA",Norton city,Virginia,51,720
13740,,"Billings, MT",Carbon County,Montana,30,9
13740,,"Billings, MT",Golden Valley County,Montana,30,37
13740,,"Billings, MT",Yellowstone County,Montana,30,111
13780,,"Binghamton, NY",Broome County,New York,36,7
13780,,"Binghamton, NY",Tioga County,New York,36,107
13820,142,"Birmingham-Hoover, AL",Bibb County,Alabama,1,7
13820,142,"Birmingham-Hoover, AL",Blount County,Alabama,1,9
13820,142,"Birmingham-Hoover, AL",Chilton County,Alabama,1,21
13820,142,"Birmingham-Hoover, AL",Jefferson County,Alabama,1,73
13820,142,"Birmingham-Hoover, AL",St. Clair County,Alabama,1,115
13820,142,"Birmingham-Hoover, AL",Shelby County,Alabama,1,117
13820,142,"Birmingham-Hoover, AL",Walker County,Alabama,1,127
13900,,"Bismarck, ND",Burleigh County,North Dakota,38,15
13900,,"Bismarck, ND",Morton County,North Dakota,38,59
13900,,"Bismarck, ND",Oliver County,North Dakota,38,65
13900,,"Bismarck, ND",Sioux County,North Dakota,38,85
13940,292,"Blackfoot, ID",Bingham County,Idaho,16,11
13980,,"Blacksburg-Christiansburg-Radford, VA",Floyd County,Virginia,51,63
13980,,"Blacksburg-Christiansburg-Radford, VA",Giles County,Virginia,51,71
13980,,"Blacksburg-Christiansburg-Radford, VA",Montgomery County,Virginia,51,121
13980,,"Blacksburg-Christiansburg-Radford, VA",Pulaski County,Virginia,51,155
13980,,"Blacksburg-Christiansburg-Radford, VA",Radford city,Virginia,51,750
14010,145,"Bloomington, IL",De Witt County,Illinois,17,39
14010,145,"Bloomington, IL",McLean County,Illinois,17,113
14020,144,"Bloomington, IN",Monroe County,Indiana,18,105
14020,144,"Bloomington, IN",Owen County,Indiana,18,119
14100,146,"Bloomsburg-Berwick, PA",Columbia County,Pennsylvania,42,37
14100,146,"Bloomsburg-Berwick, PA",Montour County,Pennsylvania,42,93
14140,,"Bluefield, WV-VA",Tazewell County,Virginia,51,185
14140,,"Bluefield, WV-VA",Mercer County,West Virginia,54,55
14180,,"Blytheville, AR",Mississippi County,Arkansas,5,93
14220,406,"Bogalusa, LA",Washington Parish,Louisiana,22,117
14260,147,"Boise City, ID",Ada County,Idaho,16,1
14260,147,"Boise City, ID",Boise County,Idaho,16,15
14260,147,"Boise City, ID",Canyon County,Idaho,16,27
14260,147,"Boise City, ID",Gem County,Idaho,16,45
14260,147,"Boise City, ID",Owyhee County,Idaho,16,73
14300,206,"Bonham, TX",Fannin County,Texas,48,147
14340,218,"Boone, IA",Boone County,Iowa,19,15
14380,,"Boone, NC",Watauga County,North Carolina,37,189
14420,108,"Borger, TX",Hutchinson County,Texas,48,233
14460,148,"Boston-Cambridge-Newton, MA-NH",Norfolk County,Massachusetts,25,21
14460,148,"Boston-Cambridge-Newton, MA-NH",Plymouth County,Massachusetts,25,23
14460,148,"Boston-Cambridge-Newton, MA-NH",Suffolk County,Massachusetts,25,25
14460,148,"Boston-Cambridge-Newton, MA-NH",Essex County,Massachusetts,25,9
14460,148,"Boston-Cambridge-Newton, MA-NH",Middlesex County,Massachusetts,25,17
14460,148,"Boston-Cambridge-Newton, MA-NH",Rockingham County,New Hampshire,33,15
14460,148,"Boston-Cambridge-Newton, MA-NH",Strafford County,New Hampshire,33,17
14500,216,"Boulder, CO",Boulder County,Colorado,8,13
14540,150,"Bowling Green, KY",Allen County,Kentucky,21,3
14540,150,"Bowling Green, KY",Butler County,Kentucky,21,31
14540,150,"Bowling Green, KY",Edmonson County,Kentucky,21,61
14540,150,"Bowling Green, KY",Warren County,Kentucky,21,227
14580,,"Bozeman, MT",Gallatin County,Montana,30,31
14620,,"Bradford, PA",McKean County,Pennsylvania,42,83
14660,,"Brainerd, MN",Cass County,Minnesota,27,21
14660,,"Brainerd, MN",Crow Wing County,Minnesota,27,35
14700,520,"Branson, MO",Stone County,Missouri,29,209
14700,520,"Branson, MO",Taney County,Missouri,29,213
14720,,"Breckenridge, CO",Summit County,Colorado,8,117
14740,500,"Bremerton-Silverdale, WA",Kitsap County,Washington,53,35
14780,288,"Brenham, TX",Washington County,Texas,48,477
14820,120,"Brevard, NC",Transylvania County,North Carolina,37,175
14860,408,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,Connecticut,9,1
15020,298,"Brookhaven, MS",Lincoln County,Mississippi,28,85
15060,,"Brookings, OR",Curry County,Oregon,41,15
15100,,"Brookings, SD",Brookings County,South Dakota,46,11
15140,297,"Brownsville, TN",Haywood County,Tennessee,47,75
15180,154,"Brownsville-Harlingen, TX",Cameron County,Texas,48,61
15220,,"Brownwood, TX",Brown County,Texas,48,49
15260,,"Brunswick, GA",Brantley County,Georgia,13,25
15260,,"Brunswick, GA",Glynn County,Georgia,13,127
15260,,"Brunswick, GA",McIntosh County,Georgia,13,191
15340,360,"Bucyrus, OH",Crawford County,Ohio,39,33
15380,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County,New York,36,29
15380,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Niagara County,New York,36,63
15420,,"Burley, ID",Cassia County,Idaho,16,31
15420,,"Burley, ID",Minidoka County,Idaho,16,67
15460,,"Burlington, IA-IL",Henderson County,Illinois,17,71
15460,,"Burlington, IA-IL",Des Moines County,Iowa,19,57
15500,268,"Burlington, NC",Alamance County,North Carolina,37,1
15540,,"Burlington-South Burlington, VT",Chittenden County,Vermont,50,7
15540,,"Burlington-South Burlington, VT",Franklin County,Vermont,50,11
15540,,"Burlington-South Burlington, VT",Grand Isle County,Vermont,50,13
15580,,"Butte-Silver Bow, MT",Silver Bow County,Montana,30,93
15620,,"Cadillac, MI",Missaukee County,Michigan,26,113
15620,,"Cadillac, MI",Wexford County,Michigan,26,165
15660,122,"Calhoun, GA",Gordon County,Georgia,13,129
15680,548,"California-Lexington Park, MD",St. Mary's County,Maryland,24,37
15700,548,"Cambridge, MD",Dorchester County,Maryland,24,19
15740,198,"Cambridge, OH",Guernsey County,Ohio,39,59
15780,,"Camden, AR",Calhoun County,Arkansas,5,13
15780,,"Camden, AR",Ouachita County,Arkansas,5,103
15820,,"Campbellsville, KY",Taylor County,Kentucky,21,217
15860,444,"Cañon City, CO",Fremont County,Colorado,8,43
15900,427,"Canton, IL",Fulton County,Illinois,17,57
15940,184,"Canton-Massillon, OH",Carroll County,Ohio,39,19
15940,184,"Canton-Massillon, OH",Stark County,Ohio,39,151
15980,162,"Cape Coral-Fort Myers, FL",Lee County,Florida,12,71
16020,164,"Cape Girardeau, MO-IL",Alexander County,Illinois,17,3
16020,164,"Cape Girardeau, MO-IL",Bollinger County,Missouri,29,17
16020,164,"Cape Girardeau, MO-IL",Cape Girardeau County,Missouri,29,31
16060,,"Carbondale-Marion, IL",Jackson County,Illinois,17,77
16060,,"Carbondale-Marion, IL",Williamson County,Illinois,17,199
16100,,"Carlsbad-Artesia, NM",Eddy County,New Mexico,35,15
16140,,"Carroll, IA",Carroll County,Iowa,19,27
16180,456,"Carson City, NV",Carson City,Nevada,32,510
16220,,"Casper, WY",Natrona County,Wyoming,56,25
16260,,"Cedar City, UT",Iron County,Utah,49,21
16300,168,"Cedar Rapids, IA",Benton County,Iowa,19,11
16300,168,"Cedar Rapids, IA",Jones County,Iowa,19,105
16300,168,"Cedar Rapids, IA",Linn County,Iowa,19,113
16340,122,"Cedartown, GA",Polk County,Georgia,13,233
16380,338,"Celina, OH",Mercer County,Ohio,39,107
16420,,"Central City, KY",Muhlenberg County,Kentucky,21,177
16460,476,"Centralia, IL",Marion County,Illinois,17,121
16500,500,"Centralia, WA",Lewis County,Washington,53,41
16540,548,"Chambersburg-Waynesboro, PA",Franklin County,Pennsylvania,42,55
16580,,"Champaign-Urbana, IL",Champaign County,Illinois,17,19
16580,,"Champaign-Urbana, IL",Ford County,Illinois,17,53
16580,,"Champaign-Urbana, IL",Piatt County,Illinois,17,147
16620,170,"Charleston, WV",Boone County,West Virginia,54,5
16620,170,"Charleston, WV",Clay County,West Virginia,54,15
16620,170,"Charleston, WV",Kanawha County,West Virginia,54,39
16660,,"Charleston-Mattoon, IL",Coles County,Illinois,17,29
16660,,"Charleston-Mattoon, IL",Cumberland County,Illinois,17,35
16700,,"Charleston-North Charleston, SC",Berkeley County,South Carolina,45,15
16700,,"Charleston-North Charleston, SC",Charleston County,South Carolina,45,19
16700,,"Charleston-North Charleston, SC",Dorchester County,South Carolina,45,35
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,North Carolina,37,25
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,North Carolina,37,71
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,North Carolina,37,97
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,North Carolina,37,109
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,North Carolina,37,119
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,North Carolina,37,159
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Union County,North Carolina,37,179
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Chester County,South Carolina,45,23
16740,172,"Charlotte-Concord-Gastonia, NC-SC",Lancaster County,South Carolina,45,57
16740,172,"Charlotte-Concord-Gastonia, NC-SC",York County,South Carolina,45,91
16820,,"Charlottesville, VA",Albemarle County,Virginia,51,3
16820,,"Charlottesville, VA",Buckingham County,Virginia,51,29
16820,,"Charlottesville, VA",Fluvanna County,Virginia,51,65
16820,,"Charlottesville, VA",Greene County,Virginia,51,79
16820,,"Charlottesville, VA",Nelson County,Virginia,51,125
16820,,"Charlottesville, VA",Charlottesville city,Virginia,51,540
16860,174,"Chattanooga, TN-GA",Catoosa County,Georgia,13,47
16860,174,"Chattanooga, TN-GA",Dade County,Georgia,13,83
16860,174,"Chattanooga, TN-GA",Walker County,Georgia,13,295
16860,174,"Chattanooga, TN-GA",Hamilton County,Tennessee,47,65
16860,174,"Chattanooga, TN-GA",Marion County,Tennessee,47,115
16860,174,"Chattanooga, TN-GA",Sequatchie County,Tennessee,47,153
16940,,"Cheyenne, WY",Laramie County,Wyoming,56,21
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,Illinois,17,31
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,Illinois,17,43
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Grundy County,Illinois,17,63
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Kendall County,Illinois,17,93
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,Illinois,17,111
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,Illinois,17,197
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,Illinois,17,37
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,Illinois,17,89
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Jasper County,Indiana,18,73
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Indiana,18,89
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Newton County,Indiana,18,111
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,Indiana,18,127
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Illinois,17,97
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,Wisconsin,55,59
17020,,"Chico, CA",Butte County,California,6,7
17060,198,"Chillicothe, OH",Ross County,Ohio,39,141
17140,178,"Cincinnati, OH-KY-IN",Dearborn County,Indiana,18,29
17140,178,"Cincinnati, OH-KY-IN",Ohio County,Indiana,18,115
17140,178,"Cincinnati, OH-KY-IN",Union County,Indiana,18,161
17140,178,"Cincinnati, OH-KY-IN",Boone County,Kentucky,21,15
17140,178,"Cincinnati, OH-KY-IN",Bracken County,Kentucky,21,23
17140,178,"Cincinnati, OH-KY-IN",Campbell County,Kentucky,21,37
17140,178,"Cincinnati, OH-KY-IN",Gallatin County,Kentucky,21,77
17140,178,"Cincinnati, OH-KY-IN",Grant County,Kentucky,21,81
17140,178,"Cincinnati, OH-KY-IN",Kenton County,Kentucky,21,117
17140,178,"Cincinnati, OH-KY-IN",Pendleton County,Kentucky,21,191
17140,178,"Cincinnati, OH-KY-IN",Brown County,Ohio,39,15
17140,178,"Cincinnati, OH-KY-IN",Butler County,Ohio,39,17
17140,178,"Cincinnati, OH-KY-IN",Clermont County,Ohio,39,25
17140,178,"Cincinnati, OH-KY-IN",Hamilton County,Ohio,39,61
17140,178,"Cincinnati, OH-KY-IN",Warren County,Ohio,39,165
17200,,"Claremont-Lebanon, NH-VT",Grafton County,New Hampshire,33,9
17200,,"Claremont-Lebanon, NH-VT",Sullivan County,New Hampshire,33,19
17200,,"Claremont-Lebanon, NH-VT",Orange County,Vermont,50,17
17200,,"Claremont-Lebanon, NH-VT",Windsor County,Vermont,50,27
17220,,"Clarksburg, WV",Doddridge County,West Virginia,54,17
17220,,"Clarksburg, WV",Harrison County,West Virginia,54,33
17220,,"Clarksburg, WV",Taylor County,West Virginia,54,91
17260,,"Clarksdale, MS",Coahoma County,Mississippi,28,27
17300,,"Clarksville, TN-KY",Christian County,Kentucky,21,47
17300,,"Clarksville, TN-KY",Trigg County,Kentucky,21,221
17300,,"Clarksville, TN-KY",Montgomery County,Tennessee,47,125
17340,,"Clearlake, CA",Lake County,California,6,33
17380,185,"Cleveland, MS",Bolivar County,Mississippi,28,11
17420,174,"Cleveland, TN",Bradley County,Tennessee,47,11
17420,174,"Cleveland, TN",Polk County,Tennessee,47,139
17460,184,"Cleveland-Elyria, OH",Cuyahoga County,Ohio,39,35
17460,184,"Cleveland-Elyria, OH",Geauga County,Ohio,39,55
17460,184,"Cleveland-Elyria, OH",Lake County,Ohio,39,85
17460,184,"Cleveland-Elyria, OH",Lorain County,Ohio,39,93
17460,184,"Cleveland-Elyria, OH",Medina County,Ohio,39,103
17500,,"Clewiston, FL",Hendry County,Florida,12,51
17540,209,"Clinton, IA",Clinton County,Iowa,19,45
17580,188,"Clovis, NM",Curry County,New Mexico,35,9
17620,434,"Coamo, PR",Coamo Municipio,Puerto Rico,72,43
17640,490,"Coco, PR",Salinas Municipio,Puerto Rico,72,123
17660,518,"Coeur d'Alene, ID",Kootenai County,Idaho,16,55
17700,,"Coffeyville, KS",Montgomery County,Kansas,20,125
17740,,"Coldwater, MI",Branch County,Michigan,26,23
17780,,"College Station-Bryan, TX",Brazos County,Texas,48,41
17780,,"College Station-Bryan, TX",Burleson County,Texas,48,51
